id,MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
2718,4,7,6,5,4,3,7,4,7,6,2,4,6,4,4,3,8,7,4,9,0.535
2719,1,4,5,6,2,4,7,6,7,5,2,4,1,2,10,9,5,3,5,6,0.445
2720,3,4,4,1,3,4,6,8,3,4,3,4,1,4,2,5,11,6,2,3,0.4
2721,6,1,1,7,2,3,2,4,0,5,6,4,11,5,2,8,3,4,7,4,0.405
2722,6,5,6,5,3,4,6,1,7,5,3,11,3,8,4,6,4,5,6,7,0.545
2723,2,3,6,5,2,7,2,2,9,3,6,3,3,9,6,6,7,4,3,5,0.46
2724,4,5,6,3,7,8,4,7,3,5,2,7,2,6,5,4,4,8,4,6,0.53
2725,4,8,6,3,6,6,5,6,4,7,7,8,2,2,7,3,3,4,5,6,0.55
2726,7,5,5,5,2,7,3,7,3,3,8,6,6,6,7,5,3,3,1,4,0.48
2727,5,4,7,3,4,3,3,3,3,6,5,4,6,8,5,4,2,7,9,6,0.5
2728,6,3,3,8,10,3,4,4,4,1,9,4,6,3,2,5,8,1,7,1,0.505
2729,5,6,3,5,4,2,5,5,6,8,5,5,5,7,6,5,9,4,6,5,0.555
2730,4,4,3,2,4,6,4,5,2,3,3,5,4,3,8,4,4,7,4,5,0.42
2731,5,3,5,4,6,3,8,11,3,4,4,5,5,7,3,1,5,3,7,2,0.515
2732,5,6,6,7,4,0,3,3,7,3,4,8,6,5,5,8,3,7,7,4,0.54
2733,2,4,2,2,7,6,5,5,4,5,7,4,2,9,5,6,1,5,5,5,0.45
2734,3,8,1,5,3,8,1,10,8,2,3,1,8,2,4,5,5,3,3,3,0.43
2735,4,3,5,8,3,5,7,7,6,5,5,3,5,9,5,7,7,7,4,5,0.56
2736,3,4,4,1,7,7,2,7,5,6,7,6,3,8,5,7,5,10,8,9,0.58
2737,5,9,3,7,4,3,2,4,1,5,3,5,9,5,4,6,6,7,3,4,0.465
2738,3,4,5,8,5,2,4,8,3,6,5,5,4,7,4,3,7,5,6,3,0.49
2739,4,8,4,2,6,0,6,4,7,6,3,3,10,4,4,7,3,4,5,3,0.455
2740,1,5,3,11,6,8,4,7,5,0,4,4,7,3,4,0,4,9,9,11,0.53
2741,7,8,7,8,4,4,4,4,3,4,6,7,2,4,7,4,6,9,5,4,0.56
2742,6,3,7,4,3,5,4,5,3,7,2,5,6,3,2,1,3,3,4,9,0.4
2743,6,4,4,7,6,6,4,8,4,4,3,6,4,5,5,7,3,7,6,8,0.54
2744,2,6,7,2,5,9,4,6,4,2,4,7,5,5,5,4,5,9,4,8,0.525
2745,8,2,4,5,7,4,7,3,4,8,8,5,5,7,8,9,4,5,6,5,0.58
2746,6,5,8,4,8,7,3,4,3,6,6,4,6,6,4,6,6,4,5,6,0.545
2747,5,5,3,4,4,8,8,5,6,9,7,3,4,3,5,5,4,4,6,4,0.51
2748,2,3,5,5,2,4,2,4,5,3,4,3,6,4,6,2,4,8,6,4,0.395
2749,4,3,5,5,4,7,5,8,4,5,2,5,1,7,2,5,2,8,5,9,0.465
2750,7,6,4,5,8,7,6,4,3,7,6,4,7,5,7,5,6,10,4,7,0.62
2751,4,5,4,3,4,4,5,4,5,4,3,6,5,4,8,5,6,7,5,4,0.47
2752,3,1,6,5,9,4,4,2,6,7,5,5,4,5,6,6,3,1,6,5,0.455
2753,2,4,3,6,5,5,5,7,4,4,8,5,6,4,3,5,4,4,6,7,0.465
2754,7,5,7,10,4,3,4,5,7,5,7,7,5,4,2,3,8,5,6,3,0.56
2755,8,4,4,5,4,7,5,3,1,6,5,4,2,6,10,6,4,8,2,3,0.5
2756,0,8,9,3,2,5,3,7,6,11,6,7,6,7,2,3,2,2,2,6,0.475
2757,6,5,2,5,6,8,4,10,5,4,6,3,6,4,6,6,5,8,1,3,0.525
2758,4,7,5,5,6,5,3,7,5,8,8,6,5,8,3,7,3,1,8,2,0.545
2759,5,3,3,6,3,2,5,2,6,4,5,4,6,2,5,4,6,5,6,4,0.43
2760,6,3,7,7,8,3,4,6,2,2,7,7,4,8,4,5,7,4,6,1,0.505
2761,5,7,3,3,5,5,6,2,11,4,5,8,3,6,5,0,6,6,8,3,0.505
2762,5,6,7,5,5,4,7,6,2,6,6,6,8,4,3,2,5,4,4,3,0.53
2763,6,2,3,2,5,4,5,9,2,5,4,9,7,5,7,1,4,4,7,2,0.455
2764,4,5,5,6,7,6,5,4,7,1,6,3,3,6,5,9,4,4,4,6,0.495
2765,6,4,5,6,4,6,8,2,6,3,4,7,4,5,5,4,5,3,5,4,0.49
2766,5,3,6,5,5,4,5,3,5,5,9,4,4,5,5,6,3,6,8,5,0.525
2767,6,5,3,6,3,8,6,4,8,6,3,3,3,5,8,7,6,5,5,5,0.545
2768,3,6,3,4,3,3,7,5,7,6,8,9,6,1,7,7,0,4,5,7,0.525
2769,1,6,2,4,7,3,7,4,5,6,6,7,9,7,8,5,2,6,4,6,0.535
2770,4,4,6,8,7,4,3,6,5,3,2,6,5,6,4,4,6,3,8,9,0.52
2771,8,5,0,5,5,3,3,6,12,1,3,3,5,4,4,5,10,3,7,5,0.475
2772,6,7,5,3,6,3,4,7,5,4,4,10,3,5,6,4,4,4,4,5,0.52
2773,5,4,6,7,6,9,5,7,6,3,7,6,6,6,4,5,3,4,9,6,0.58
2774,11,5,6,2,6,4,4,5,4,4,4,6,6,8,6,1,6,3,6,6,0.55
2775,3,2,8,3,3,4,2,5,5,4,5,6,1,2,3,7,3,1,1,2,0.34
2776,9,5,6,4,9,2,5,4,4,3,5,2,9,7,4,3,3,4,1,9,0.475
2777,3,7,6,4,3,6,6,1,11,4,7,1,5,5,0,6,7,5,5,0,0.485
2778,4,6,5,4,8,5,6,1,5,5,2,6,7,4,5,4,2,6,4,6,0.47
2779,1,3,3,9,7,4,11,3,3,2,7,9,1,5,3,6,2,7,3,5,0.515
2780,6,5,6,4,7,7,3,3,3,8,8,5,6,6,4,5,7,5,4,4,0.545
2781,6,3,4,7,5,7,4,7,8,4,5,7,5,11,5,2,2,3,4,3,0.51
2782,6,3,5,3,6,5,3,6,4,3,9,8,6,4,7,6,4,4,4,4,0.505
2783,8,5,7,3,4,3,4,5,5,6,2,5,5,3,10,3,6,6,3,3,0.465
2784,5,7,7,2,5,4,5,7,9,2,5,6,2,6,9,7,1,4,5,4,0.605
2785,3,4,7,10,3,3,2,4,6,6,7,3,4,6,5,3,6,4,3,3,0.435
2786,8,1,3,2,4,7,0,2,7,6,5,5,3,10,7,3,4,7,4,7,0.515
2787,6,3,5,3,8,2,2,3,8,5,4,6,3,3,7,4,4,1,5,3,0.42
2788,7,3,7,2,6,1,6,5,7,7,7,9,4,5,3,6,5,5,4,6,0.535
2789,6,7,5,9,4,2,5,6,2,6,6,3,0,5,1,5,5,6,4,2,0.425
2790,4,11,6,3,2,1,7,8,3,2,5,7,4,3,4,7,6,2,4,4,0.455
2791,5,6,7,3,2,5,3,3,4,5,10,4,6,9,6,4,7,5,7,5,0.555
2792,5,2,2,3,0,4,8,7,8,4,9,8,8,6,7,3,3,9,4,3,0.52
2793,6,7,5,6,7,7,2,5,0,5,2,8,4,3,5,1,3,3,3,9,0.495
2794,6,8,3,5,5,3,4,7,6,4,4,7,5,5,8,6,6,4,5,6,0.54
2795,6,5,9,5,6,6,8,3,5,4,7,5,3,6,8,6,4,3,7,7,0.615
2796,3,6,4,5,5,5,4,4,8,8,3,2,2,5,5,4,5,3,4,8,0.49
2797,6,3,4,8,5,6,2,1,9,5,6,7,6,5,1,3,3,5,6,6,0.465
2798,5,6,4,4,6,4,3,1,7,7,4,1,6,7,5,2,9,4,4,3,0.505
2799,3,2,6,3,7,4,5,4,5,7,6,5,1,6,1,12,4,1,6,6,0.445
2800,6,7,6,4,6,5,6,4,6,8,4,5,2,5,9,4,0,7,6,2,0.51
2801,5,7,4,4,9,5,5,5,5,7,2,4,6,3,5,8,4,4,5,7,0.535
2802,2,4,2,5,3,2,8,7,1,6,5,8,8,4,6,2,7,4,7,2,0.455
2803,6,5,8,7,2,7,2,3,10,0,7,5,7,5,5,3,3,3,4,2,0.46
2804,6,6,4,5,5,3,4,4,2,4,4,5,6,8,6,5,4,4,4,7,0.48
2805,5,5,4,5,8,6,6,4,9,6,4,5,7,3,4,7,4,3,3,5,0.525
2806,4,7,7,2,3,5,2,5,4,3,3,4,6,7,7,4,9,3,5,6,0.5
2807,6,4,2,4,3,7,7,5,5,7,3,6,4,2,6,8,1,8,5,7,0.54
2808,5,7,6,5,8,5,4,7,6,5,2,8,2,5,3,4,4,4,4,3,0.5
2809,6,5,1,4,3,3,5,5,9,4,4,3,8,6,1,10,4,8,3,5,0.475
2810,5,8,2,7,5,6,8,8,3,4,9,6,4,3,3,4,5,5,9,7,0.575
2811,5,10,4,5,5,1,5,3,5,3,4,6,8,3,5,2,7,5,5,6,0.485
2812,8,3,3,2,7,9,6,3,4,4,3,3,5,5,8,4,6,7,5,4,0.52
2813,5,4,9,7,5,3,4,3,6,5,12,4,6,7,8,4,3,2,3,3,0.52
2814,3,4,7,6,4,10,7,6,7,5,7,3,3,2,5,4,4,8,7,3,0.545
2815,6,6,3,5,3,5,2,5,4,4,4,4,5,7,6,4,2,6,8,3,0.455
2816,4,5,8,2,3,3,4,1,8,4,4,6,4,7,4,5,5,6,5,7,0.47
2817,11,3,4,8,4,3,6,6,5,5,6,8,8,5,5,4,6,4,6,4,0.56
2818,7,3,3,4,3,8,6,5,6,4,5,5,5,4,5,4,5,4,2,7,0.465
2819,1,5,2,4,5,4,8,2,6,5,4,4,7,6,6,4,6,4,4,5,0.455
2820,3,1,2,4,4,8,4,8,6,6,4,4,6,4,7,4,6,5,4,2,0.455
2821,7,7,1,3,3,5,8,5,6,4,5,5,2,2,3,7,3,5,6,3,0.46
2822,3,4,4,8,6,5,4,2,3,5,4,7,4,8,4,2,5,2,7,10,0.48
2823,3,2,7,3,5,6,2,3,6,4,4,4,9,3,5,5,9,4,7,4,0.47
2824,5,7,3,5,3,5,6,5,3,7,9,5,4,3,6,5,3,4,4,6,0.49
2825,8,1,7,2,3,6,6,4,5,5,3,2,4,4,7,4,4,6,1,2,0.42
2826,3,4,5,3,4,9,3,8,5,7,8,3,4,5,7,6,7,5,11,3,0.575
2827,3,5,3,2,3,6,3,6,6,3,8,8,5,2,8,2,6,8,4,2,0.48
2828,5,5,3,2,4,9,6,6,3,2,5,3,6,6,3,11,5,3,5,3,0.47
2829,5,4,10,5,2,2,6,3,7,5,9,3,2,3,3,4,3,6,4,6,0.455
2830,7,5,4,4,5,7,7,5,2,10,6,5,5,3,3,4,7,8,6,3,0.545
2831,5,8,3,4,5,6,4,4,6,4,7,4,5,5,4,6,4,4,4,9,0.505
2832,3,5,6,2,2,7,5,7,4,4,4,3,6,9,4,6,6,10,8,6,0.545
2833,4,4,6,4,4,4,2,4,6,3,3,3,6,3,5,5,6,9,5,4,0.435
2834,7,5,7,3,1,5,4,7,5,4,7,2,5,5,6,4,6,9,5,3,0.515
2835,5,8,6,3,4,5,7,8,2,5,7,8,3,2,5,4,9,7,5,4,0.545
2836,4,5,6,7,2,5,9,3,2,7,4,3,4,4,6,3,9,5,7,2,0.5
2837,7,6,6,5,5,3,9,7,7,3,4,3,1,3,4,7,2,4,8,11,0.595
2838,8,4,5,8,2,6,3,7,3,5,4,9,3,4,7,3,4,4,7,2,0.52
2839,3,6,3,5,7,5,6,2,8,5,5,8,3,3,5,4,6,11,6,4,0.53
2840,6,4,3,8,3,8,6,4,4,5,5,5,4,1,4,7,4,6,5,7,0.495
2841,6,9,5,5,4,4,5,5,4,8,5,5,3,6,3,4,9,5,5,3,0.52
2842,5,4,6,3,5,6,6,6,6,6,2,2,3,3,6,6,5,6,8,6,0.555
2843,6,3,6,7,4,3,3,5,3,7,3,4,9,4,2,2,8,6,2,5,0.515
2844,5,4,2,6,4,3,5,3,5,10,5,5,3,5,5,6,7,5,4,7,0.495
2845,5,6,4,8,5,4,3,6,6,5,6,6,8,7,5,5,3,5,5,5,0.56
2846,6,9,5,5,3,4,5,6,5,5,7,2,7,8,3,6,4,7,4,6,0.54
2847,5,5,5,9,10,2,2,6,8,6,8,1,5,2,5,7,3,5,8,3,0.585
2848,2,3,8,5,3,4,4,5,5,5,4,6,7,4,7,4,11,0,4,3,0.45
2849,2,8,6,3,4,6,2,2,3,4,4,1,7,6,4,3,5,4,4,6,0.41
2850,5,7,3,2,2,7,3,2,7,1,8,7,3,4,5,7,2,7,4,5,0.455
2851,6,3,3,5,7,5,2,4,4,4,0,10,5,7,6,7,7,8,2,2,0.5
2852,6,4,7,5,2,8,5,7,5,6,3,3,5,7,4,2,5,3,5,3,0.47
2853,4,6,4,11,4,4,2,5,6,5,4,4,6,4,9,6,6,5,6,5,0.5
2854,3,3,2,9,8,3,8,2,3,5,2,6,7,5,4,2,7,7,6,5,0.475
2855,4,8,6,8,3,6,7,6,3,5,4,4,4,1,3,4,6,5,4,4,0.465
2856,6,4,7,4,13,3,2,2,7,2,5,5,8,6,6,6,4,2,5,1,0.49
2857,3,3,2,2,7,3,8,10,4,5,5,6,2,3,4,4,6,5,2,7,0.45
2858,4,5,6,8,4,7,4,5,6,4,3,4,5,6,2,7,2,9,4,6,0.54
2859,2,3,7,7,7,5,7,2,7,7,3,7,6,4,3,2,2,7,6,8,0.51
2860,3,4,6,4,7,5,3,3,5,4,4,3,6,3,7,5,7,6,9,3,0.475
2861,8,5,8,4,5,6,5,5,3,5,6,4,4,3,1,7,2,5,3,7,0.48
2862,6,3,4,7,1,3,4,5,5,7,3,8,3,3,6,6,4,9,5,5,0.51
2863,11,12,2,1,4,6,2,6,5,10,7,5,5,1,4,10,3,5,5,1,0.595
2864,5,9,6,6,8,5,5,3,5,3,6,5,5,5,7,5,8,2,3,3,0.52
2865,2,6,3,5,2,7,2,0,7,2,8,3,4,3,6,6,5,2,4,3,0.39
2866,9,3,2,5,6,4,4,5,2,13,4,3,5,2,4,5,7,8,3,6,0.505
2867,4,3,6,3,6,7,7,4,5,9,4,3,8,4,1,4,7,4,2,3,0.445
2868,6,1,3,7,5,9,1,2,11,2,3,12,4,8,2,12,2,5,6,4,0.55
2869,4,6,8,7,4,3,1,7,6,8,5,5,7,2,3,4,11,3,1,1,0.465
2870,9,4,4,6,2,7,7,2,2,4,1,8,3,4,7,3,3,0,4,7,0.44
2871,4,3,6,4,5,5,4,5,7,3,5,2,3,5,6,8,5,2,2,8,0.435
2872,3,4,3,4,5,6,5,8,7,8,2,4,10,3,5,4,5,5,10,5,0.555
2873,7,3,2,5,1,3,4,4,5,7,8,4,3,5,5,6,3,2,6,4,0.44
2874,3,3,9,6,2,3,6,10,6,4,4,3,7,5,2,2,3,4,5,5,0.505
2875,5,2,5,5,9,3,2,7,3,4,4,5,5,3,2,6,5,6,7,4,0.47
2876,5,3,3,6,6,4,4,5,7,3,7,3,7,4,3,4,5,4,10,4,0.475
2877,6,6,5,2,4,5,5,3,2,7,3,9,9,6,7,8,2,4,8,4,0.53
2878,6,9,6,3,5,5,3,3,7,8,5,7,7,3,5,5,5,1,6,5,0.535
2879,4,6,6,7,3,4,3,3,5,3,8,3,4,7,6,6,5,5,8,6,0.51
2880,4,2,5,3,6,5,6,5,8,2,3,3,3,5,3,6,3,7,6,7,0.455
2881,4,7,3,1,4,6,2,5,5,9,8,2,5,5,3,5,6,0,6,8,0.445
2882,3,6,4,2,4,2,6,5,8,12,6,3,3,9,3,5,10,4,4,8,0.54
2883,3,1,3,6,9,3,5,2,5,7,5,5,3,5,5,8,4,6,4,6,0.47
2884,6,4,7,1,6,5,3,4,5,5,5,7,6,5,5,9,6,3,9,4,0.53
2885,6,6,3,3,6,5,4,3,4,3,3,5,4,8,3,4,7,6,7,8,0.475
2886,3,5,3,6,7,2,3,5,3,5,4,8,10,6,4,5,5,4,4,1,0.455
2887,6,5,6,4,3,7,5,6,3,4,3,4,6,8,4,2,6,4,8,2,0.465
2888,7,4,4,5,7,3,9,4,5,8,3,4,4,5,3,6,4,4,2,8,0.495
2889,5,3,9,4,4,5,6,3,9,5,4,8,6,5,3,2,6,7,10,5,0.55
2890,11,6,3,5,5,1,6,5,2,4,6,8,5,6,4,5,5,3,3,4,0.5
2891,9,2,2,5,6,4,5,4,2,2,5,5,4,4,3,7,6,6,3,8,0.505
2892,8,3,3,7,5,5,2,4,6,4,4,8,4,9,5,4,1,5,5,7,0.515
2893,7,4,3,7,4,8,5,2,3,3,4,4,2,6,4,6,5,5,5,4,0.435
2894,3,3,4,6,3,2,4,7,9,5,6,6,7,1,6,6,6,3,6,5,0.49
2895,3,4,4,5,6,9,1,1,4,6,7,4,4,5,7,9,10,6,8,6,0.55
2896,8,8,5,6,3,6,7,3,5,7,3,7,6,3,7,6,2,6,3,4,0.545
2897,5,2,6,4,3,4,4,8,5,3,4,5,7,3,6,5,5,6,4,8,0.465
2898,8,5,7,4,4,2,6,7,7,1,3,3,4,6,3,4,3,7,4,2,0.46
2899,2,5,7,3,7,5,6,3,3,10,9,4,5,3,5,6,5,1,4,3,0.48
2900,6,4,3,3,5,3,4,3,3,5,4,5,2,2,2,6,4,5,4,7,0.395
2901,5,4,4,3,3,4,3,5,4,5,5,6,7,3,8,5,2,9,4,4,0.46
2902,6,4,5,4,6,4,6,6,4,2,5,3,3,5,8,2,7,5,4,6,0.46
2903,4,6,3,6,3,4,3,6,5,3,3,2,6,6,7,3,4,4,8,3,0.45
2904,5,6,2,5,4,3,3,3,6,5,7,2,7,3,5,5,8,8,5,6,0.52
2905,4,3,7,6,5,2,5,5,7,8,3,7,6,6,6,5,9,2,5,4,0.53
2906,3,4,5,5,8,7,6,5,6,9,5,4,7,9,3,5,5,5,7,5,0.595
2907,5,7,4,4,5,6,6,2,3,4,5,4,6,4,4,6,7,2,4,9,0.48
2908,4,1,6,3,3,5,8,5,2,5,4,6,3,8,8,4,6,2,4,5,0.435
2909,4,3,3,4,1,6,3,3,3,5,3,6,4,4,1,2,4,5,5,3,0.415
2910,4,6,3,6,9,5,9,8,6,3,8,7,2,6,1,7,7,7,1,6,0.59
2911,3,5,4,6,4,12,5,6,5,3,4,9,2,4,3,3,5,3,4,7,0.475
2912,2,5,7,6,4,4,1,8,6,3,6,5,7,1,4,6,4,4,4,6,0.455
2913,6,3,5,8,4,7,4,5,6,4,6,5,4,4,7,3,3,3,3,9,0.54
2914,6,4,5,5,5,7,6,3,5,5,4,8,5,10,8,4,8,3,5,4,0.585
2915,4,2,4,3,6,5,4,6,5,2,4,5,4,9,4,4,1,9,6,3,0.495
2916,4,4,1,4,6,5,6,6,5,6,6,6,4,5,6,7,8,7,6,7,0.565
2917,2,3,5,4,4,3,7,4,6,9,7,6,4,7,6,8,5,7,5,4,0.555
2918,5,7,8,2,7,2,5,7,4,6,3,6,5,4,9,4,4,6,8,3,0.535
2919,2,6,7,6,7,5,4,9,8,5,6,5,5,0,5,5,3,4,4,4,0.505
2920,2,8,7,4,4,5,7,4,3,7,4,4,4,5,4,8,3,6,7,3,0.505
2921,4,7,3,3,6,4,9,3,4,8,3,4,3,0,4,4,8,5,4,11,0.475
2922,4,4,7,3,6,5,5,5,2,3,5,2,4,5,3,5,3,6,4,10,0.505
2923,3,7,5,4,5,5,3,5,5,6,3,5,6,5,5,4,8,4,3,3,0.45
2924,4,3,7,3,6,3,3,4,6,5,4,4,8,4,4,6,5,8,3,7,0.465
2925,4,4,6,6,11,3,3,3,6,3,3,6,8,7,6,2,2,10,5,5,0.525
2926,2,4,9,4,2,4,5,9,4,4,5,4,5,7,7,3,2,9,6,8,0.525
2927,6,5,2,4,3,3,6,6,6,3,6,10,4,7,4,3,10,2,5,1,0.465
2928,6,5,10,6,3,5,3,3,5,5,6,2,10,5,6,3,2,5,4,5,0.52
2929,2,4,5,3,5,2,2,7,7,5,7,6,11,3,3,7,7,2,7,5,0.515
2930,5,3,2,3,5,2,2,2,6,4,7,8,6,2,7,5,7,9,2,4,0.45
2931,5,9,3,2,7,6,2,3,7,7,4,6,4,4,4,1,5,3,3,7,0.47
2932,4,6,3,6,8,4,5,4,4,4,5,5,6,11,5,4,4,9,2,5,0.535
2933,4,4,6,6,8,11,4,3,4,4,4,3,7,6,4,5,6,7,4,5,0.535
2934,11,4,6,2,3,5,9,6,4,4,3,3,5,10,4,5,5,3,7,2,0.53
2935,4,2,7,4,7,3,5,3,6,6,10,5,4,4,4,4,2,6,4,3,0.51
2936,5,4,2,4,6,5,5,7,5,5,5,5,4,3,5,5,10,4,4,4,0.475
2937,5,4,9,4,6,1,2,9,4,5,9,3,8,4,5,4,6,2,4,9,0.55
2938,9,3,4,5,5,6,4,3,8,4,6,4,3,4,5,3,6,4,3,5,0.49
2939,4,6,5,3,3,6,3,3,7,10,3,2,2,2,7,7,4,8,2,4,0.45
2940,7,3,6,6,4,8,5,7,7,6,1,5,5,2,5,6,6,9,8,3,0.55
2941,5,9,6,5,7,7,6,9,3,5,7,7,6,9,6,7,5,3,3,5,0.61
2942,5,6,3,4,3,2,6,4,5,5,9,3,5,5,5,7,6,1,6,2,0.48
2943,6,5,5,6,5,1,4,5,5,4,7,5,7,6,3,3,6,2,8,5,0.53
2944,5,4,4,5,5,7,4,5,4,5,10,4,7,10,2,2,8,5,5,6,0.545
2945,3,2,6,8,6,0,5,5,5,3,4,6,5,5,6,5,6,5,5,1,0.455
2946,2,3,5,5,4,2,6,4,4,3,10,2,8,6,3,5,6,3,11,4,0.48
2947,5,4,6,2,5,5,2,3,4,1,5,6,8,7,5,7,1,6,5,4,0.485
2948,5,2,4,4,4,5,5,6,5,6,3,5,8,5,4,4,5,4,7,2,0.48
2949,8,3,8,7,2,6,5,7,4,8,4,6,3,4,5,7,4,3,2,1,0.465
2950,5,2,5,8,1,6,5,4,5,2,7,7,7,4,5,8,5,7,8,4,0.53
2951,5,3,5,4,8,3,6,5,3,5,9,8,6,4,7,4,5,3,5,4,0.51
2952,9,5,7,5,5,4,6,6,9,3,4,5,5,5,9,3,3,4,5,7,0.57
2953,5,9,8,5,2,5,6,8,6,2,6,8,4,1,4,7,2,2,5,5,0.555
2954,6,8,3,9,5,8,4,4,2,4,8,5,7,3,9,4,6,4,8,3,0.585
2955,5,4,4,7,5,3,4,5,2,5,5,4,6,5,3,12,2,7,7,7,0.525
2956,6,7,3,8,4,4,7,1,6,7,6,8,8,8,1,7,5,4,7,6,0.6
2957,4,5,3,7,7,2,4,7,6,7,3,7,7,3,5,9,4,5,5,4,0.56
2958,4,5,7,5,6,3,4,3,4,6,5,4,3,4,8,7,7,6,8,5,0.55
2959,5,5,7,6,4,4,5,3,7,3,3,2,5,8,4,5,5,7,5,4,0.485
2960,5,5,5,6,3,3,5,7,7,4,6,3,10,6,3,4,4,3,3,5,0.475
2961,8,6,6,5,5,2,5,7,6,5,2,7,7,3,1,3,3,2,7,2,0.505
2962,9,4,3,3,6,5,7,6,7,10,3,4,5,4,3,2,8,4,4,4,0.505
2963,6,6,3,5,5,4,4,6,9,8,7,1,5,8,2,1,2,4,4,7,0.475
2964,5,2,4,3,5,4,5,5,4,7,4,5,3,5,5,4,9,3,5,4,0.505
2965,7,3,2,5,4,6,9,3,3,8,4,5,8,7,5,4,5,6,7,4,0.595
2966,3,2,4,5,4,8,8,3,5,7,5,1,9,4,8,4,9,5,7,3,0.52
2967,2,5,3,5,2,2,5,9,6,5,7,6,5,5,6,5,3,2,8,4,0.46
2968,4,4,4,4,2,6,3,7,4,6,6,4,5,6,3,5,8,9,9,4,0.52
2969,4,6,5,7,10,0,3,3,4,6,3,9,4,5,4,4,4,4,7,5,0.465
2970,5,6,0,8,5,3,12,11,3,5,5,6,1,4,5,6,3,4,3,2,0.49
2971,6,4,1,6,4,3,4,7,1,1,4,6,8,5,11,4,3,10,7,9,0.525
2972,7,5,7,4,4,2,6,5,4,4,4,3,9,6,7,8,3,6,4,3,0.505
2973,2,9,2,4,3,5,8,3,1,4,5,7,8,8,5,1,8,7,3,8,0.54
2974,7,4,4,5,3,5,7,3,9,2,2,12,4,5,5,3,7,6,3,3,0.52
2975,5,6,3,4,7,5,9,2,7,6,7,1,4,8,7,6,4,5,7,5,0.565
2976,5,3,4,4,2,7,5,10,4,3,6,2,6,3,5,5,4,2,8,4,0.485
2977,3,6,5,3,4,7,5,4,4,6,4,4,3,7,11,6,5,4,3,4,0.485
2978,5,2,5,9,5,8,5,6,8,3,5,2,3,5,1,5,4,4,7,4,0.48
2979,2,3,7,3,4,3,6,7,4,5,5,5,2,11,4,4,1,6,5,4,0.455
2980,8,6,2,3,5,6,5,4,6,8,9,4,3,2,4,5,4,4,7,7,0.51
2981,4,5,6,5,7,3,4,7,6,2,5,2,5,5,4,5,2,9,6,3,0.47
2982,4,8,3,6,6,4,5,7,5,7,1,5,5,6,6,5,5,4,5,2,0.495
2983,5,5,6,3,4,6,4,4,9,5,4,4,5,3,4,4,1,3,6,5,0.495
2984,6,8,4,3,5,4,6,3,3,3,4,4,7,4,4,3,4,7,7,7,0.48
2985,7,4,3,3,6,5,2,4,5,6,6,5,2,5,4,8,3,6,7,9,0.54
2986,3,5,7,4,2,7,5,6,8,5,8,4,7,6,3,4,5,4,7,6,0.555
2987,2,5,6,5,2,10,3,7,2,6,4,4,1,3,5,11,4,4,8,2,0.46
2988,4,4,6,4,6,8,7,3,3,4,4,3,1,8,10,3,5,8,7,3,0.505
2989,4,2,4,3,3,8,3,2,4,9,3,7,6,2,5,5,2,3,7,10,0.455
2990,4,2,7,3,4,6,4,6,8,5,3,6,7,2,7,5,5,5,2,5,0.49
2991,3,7,8,4,8,4,7,5,5,4,6,4,5,5,3,5,4,9,3,3,0.525
2992,6,6,6,5,6,5,5,6,8,6,6,3,6,4,7,7,6,5,4,5,0.595
2993,5,5,6,4,2,10,5,4,3,7,8,7,4,4,6,3,4,2,3,4,0.49
2994,2,3,5,7,7,2,6,6,6,8,1,1,3,2,5,3,6,10,10,4,0.465
2995,3,2,6,5,3,6,5,4,6,5,3,5,4,4,6,3,5,1,8,10,0.45
2996,5,4,2,9,8,3,6,5,2,7,3,4,3,3,2,7,8,9,6,3,0.515
2997,5,4,8,4,3,7,3,3,1,10,3,3,5,3,5,3,8,2,3,3,0.43
2998,4,6,3,5,6,4,5,2,4,8,7,5,5,6,1,6,5,7,4,5,0.53
2999,3,4,8,6,4,7,6,5,7,3,5,7,5,9,6,3,1,8,5,5,0.56
3000,4,4,5,3,4,2,6,7,3,2,4,6,4,3,4,8,1,7,7,8,0.515
3001,6,3,9,3,1,12,3,4,3,0,4,3,7,6,2,7,3,6,5,2,0.44
3002,4,4,6,2,5,7,9,7,1,3,5,6,3,5,7,5,4,4,5,5,0.475
3003,4,7,7,3,3,5,6,10,5,4,4,4,3,3,1,3,2,10,5,7,0.48
3004,7,2,5,7,7,3,5,8,4,3,5,5,4,8,2,7,3,8,6,5,0.585
3005,7,6,4,4,4,6,4,2,3,6,10,3,9,5,1,9,6,5,3,5,0.51
3006,4,5,9,7,8,4,2,2,3,7,4,7,3,5,8,3,7,3,2,8,0.505
3007,4,6,5,4,2,3,8,5,2,5,8,5,5,4,3,2,5,2,5,9,0.51
3008,4,4,6,7,6,3,4,3,2,9,6,1,3,7,4,5,10,5,5,5,0.495
3009,3,2,6,6,5,5,8,4,6,3,6,4,4,4,6,3,4,5,5,8,0.465
3010,3,6,3,3,5,8,7,3,3,6,3,4,6,4,6,8,3,3,5,8,0.53
3011,6,5,11,3,6,9,11,1,2,5,3,7,3,2,2,0,6,6,5,6,0.49
